Hourly Obs

Month/Year: 02/2010
Station Location: CONCORD MUNICIPAL AIRPORT (14745)
Lat: 43.195
Lon: -71.501
Elev: 346 ft. above sea level
WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
14745,20100205,2351,11,CLR, ,10.00, , , ,18, ,-7.8, ,14, ,-9.7, ,3, ,-16.1, , 52, , 7, ,330, , , ,29.68, , , , , ,30.07, ,AA, , , ,30.05, 
14745,20100206,0051,11,CLR, ,10.00, , , ,17, ,-8.3, ,14, ,-10.1, ,3, ,-16.1, , 54, , 5, ,320, , , ,29.67, ,8, ,017, ,30.05, ,AA, , , ,30.04, 
14745,20100206,0151,11,CLR, ,10.00, , , ,17, ,-8.3, ,14, ,-10.1, ,3, ,-16.1, , 54, , 3, ,340, , , ,29.65, , , , , ,30.04, ,AA, , , ,30.02, 
14745,20100206,0251,11,CLR, ,10.00, , , ,15, ,-9.4, ,12, ,-11.0, ,2, ,-16.7, , 56, , 0, ,000, , , ,29.66, , , , , ,30.04, ,AA, , , ,30.03, 
14745,20100206,0351,11,CLR, ,10.00, , , ,14, ,-10.0, ,11, ,-11.4, ,2, ,-16.7, , 59, , 0, ,000, , , ,29.62, ,8, ,016, ,30.01, ,AA, , , ,29.99, 
14745,20100206,0451,11,CLR, ,10.00, , , ,12, ,-11.1, ,10, ,-12.0, ,4, ,-15.6, , 70, , 0, ,000, , , ,29.60, , , , , ,29.99, ,AA, , , ,29.97, 
14745,20100206,0551,11,CLR, ,10.00, , , ,10, ,-12.2, ,9, ,-13.0, ,3, ,-16.1, , 73, , 0, ,000, , , ,29.60, , , , , ,29.99, ,AA, , , ,29.97, 
14745,20100206,0651,11,CLR, ,10.00, , , ,11, ,-11.7, ,9, ,-12.6, ,3, ,-16.1, , 70, , 3, ,040, , , ,29.58, ,8, ,011, ,29.97, ,AA, , , ,29.95, 
14745,20100206,0751,11,CLR, ,10.00, , , ,13, ,-10.6, ,11, ,-11.8, ,2, ,-16.7, , 61, , 5, ,030, , , ,29.60, , , , , ,29.99, ,AA, , , ,29.97, 
14745,20100206,0851,11,CLR, ,10.00, , , ,14, ,-10.0, ,11, ,-11.5, ,1, ,-17.2, , 56, , 5, ,060, , , ,29.60, , , , , ,29.99, ,AA, , , ,29.97, 
14745,20100206,0951,11,CLR, ,10.00, , , ,15, ,-9.4, ,12, ,-11.1, ,1, ,-17.2, , 54, , 6, ,050, , , ,29.57, ,8, ,004, ,29.96, ,AA, , , ,29.94, 
14745,20100206,1051,11,CLR, ,10.00, , , ,18, ,-7.8, ,14, ,-9.8, ,2, ,-16.7, , 49, , 6, ,330, , , ,29.54, , , , , ,29.93, ,AA, , , ,29.91, 
14745,20100206,1151,11,CLR, ,10.00, , , ,20, ,-6.7, ,16, ,-9.0, ,2, ,-16.7, , 45, , 6, ,VR , , , ,29.50, , , , , ,29.88, ,AA, , , ,29.87, 
14745,20100206,1251,11,CLR, ,10.00, , , ,24, ,-4.4, ,18, ,-7.5, ,1, ,-17.2, , 37, , 7, ,010, , , ,29.45, ,8, ,042, ,29.84, ,AA, , , ,29.82, 
14745,20100206,1351,11,CLR, ,10.00, , , ,27, ,-2.8, ,20, ,-6.4, ,1, ,-17.2, , 32, , 3, ,VR , , , ,29.42, , , , , ,29.80, ,AA, , , ,29.79, 
14745,20100206,1451,11,CLR, ,10.00, , , ,26, ,-3.3, ,20, ,-6.8, ,1, ,-17.2, , 34, ,13, ,030, ,21, ,29.39, , , , , ,29.78, ,AA, , , ,29.76, 
14745,20100206,1551,11,CLR, ,10.00, , , ,26, ,-3.3, ,20, ,-6.7, ,2, ,-16.7, , 35, , 9, ,010, , , ,29.38, ,6, ,024, ,29.76, ,AA, , , ,29.75, 
14745,20100206,1651,11,CLR, ,10.00, , , ,23, ,-5.0, ,18, ,-7.9, ,1, ,-17.2, , 38, , 9, ,020, , , ,29.37, , , , , ,29.76, ,AA, , , ,29.74, 
14745,20100206,1751,11,CLR, ,10.00, , , ,21, ,-6.1, ,16, ,-8.6, ,2, ,-16.7, , 43, , 8, ,320, , , ,29.37, , , , , ,29.75, ,AA, , , ,29.74, 
14745,20100206,1851,11,CLR, ,10.00, , , ,20, ,-6.7, ,16, ,-8.9, ,3, ,-16.1, , 47, ,11, ,330, , , ,29.36, ,8, ,006, ,29.75, ,AA, , , ,29.73, 
14745,20100206,1951,11,CLR, ,10.00, , , ,18, ,-7.8, ,14, ,-9.7, ,3, ,-16.1, , 52, ,10, ,340, , , ,29.37, , , , , ,29.75, ,AA, , , ,29.74, 
14745,20100206,2051,11,CLR, ,10.00, , , ,16, ,-8.9, ,13, ,-10.6, ,2, ,-16.7, , 54, ,13, ,340, , , ,29.39, , , , , ,29.78, ,AA, , , ,29.76, 
14745,20100206,2151,11,CLR, ,10.00, , , ,14, ,-10.0, ,11, ,-11.5, ,1, ,-17.2, , 56, ,11, ,320, , , ,29.40, ,1, ,013, ,29.79, ,AA, , , ,29.77, 
14745,20100206,2251,11,CLR, ,10.00, , , ,12, ,-11.1, ,10, ,-12.4, ,1, ,-17.2, , 61, ,11, ,320, , , ,29.39, , , , , ,29.78, ,AA, , , ,29.76, 
14745,20100206,2351,11,CLR, ,10.00, , , ,11, ,-11.7, ,9, ,-12.9, ,-0, ,-17.8, , 61, , 7, ,320, , , ,29.39, , , , , ,29.78, ,AA, , , ,29.76, 
14745,20100207,0051,11,CLR, ,10.00, , , ,10, ,-12.2, ,8, ,-13.3, ,-0, ,-17.8, , 64, , 8, ,320, , , ,29.36, ,8, ,012, ,29.75, ,AA, , , ,29.73, 
14745,20100207,0151,11,CLR, ,10.00, , , ,11, ,-11.7, ,9, ,-12.8, ,1, ,-17.2, , 64, , 9, ,310, , , ,29.36, , , , , ,29.74, ,AA, , , ,29.73, 
14745,20100207,0251,11,CLR, ,10.00, , , ,12, ,-11.1, ,10, ,-12.3, ,2, ,-16.7, , 64, , 9, ,310, , , ,29.34, , , , , ,29.73, ,AA, , , ,29.71, 
14745,20100207,0351,11,CLR, ,10.00, , , ,12, ,-11.1, ,10, ,-12.2, ,3, ,-16.1, , 67, , 8, ,310, , , ,29.34, ,6, ,006, ,29.73, ,AA, , , ,29.71, 
14745,20100207,0451,11,CLR, ,10.00, , , ,12, ,-11.1, ,10, ,-12.2, ,3, ,-16.1, , 67, , 6, ,290, , , ,29.35, , , , , ,29.74, ,AA, , , ,29.72, 
14745,20100207,0551,11,CLR, ,10.00, , , ,13, ,-10.6, ,11, ,-11.7, ,3, ,-16.1, , 64, ,13, ,310, ,20, ,29.35, , , , , ,29.74, ,AA, , , ,29.72, 
14745,20100207,0651,11,CLR, ,10.00, , , ,12, ,-11.1, ,10, ,-12.2, ,3, ,-16.1, , 67, ,11, ,320, , , ,29.37, ,3, ,009, ,29.76, ,AA, , , ,29.74, 
14745,20100207,0751,11,CLR, ,10.00, , , ,15, ,-9.4, ,12, ,-10.8, ,4, ,-15.6, , 61, ,11, ,310, , , ,29.37, , , , , ,29.76, ,AA, , , ,29.74, 
14745,20100207,0851,11,CLR, ,10.00, , , ,17, ,-8.3, ,14, ,-10.0, ,4, ,-15.6, , 56, ,17, ,310, ,23, ,29.37, , , , , ,29.76, ,AA, , , ,29.74, 
14745,20100207,0951,11,CLR, ,10.00, , , ,19, ,-7.2, ,15, ,-9.2, ,4, ,-15.6, , 52, ,21, ,320, ,29, ,29.37, ,1, ,001, ,29.76, ,AA, , , ,29.74, 
14745,20100207,1051,11,FEW095, ,10.00, , , ,21, ,-6.1, ,17, ,-8.3, ,5, ,-15.0, , 50, ,18, ,300, ,30, ,29.36, , , , , ,29.75, ,AA, , , ,29.73, 
14745,20100207,1151,11,CLR, ,10.00, , , ,24, ,-4.4, ,19, ,-7.0, ,6, ,-14.4, , 46, ,20, ,310, ,28, ,29.33, , , , , ,29.72, ,AA, , , ,29.70, 
14745,20100207,1251,11,CLR, ,10.00, , , ,25, ,-3.9, ,20, ,-6.7, ,6, ,-14.4, , 44, ,10, ,300, ,23, ,29.31, ,8, ,021, ,29.70, ,AA, , , ,29.68, 
14745,20100207,1351,11,CLR, ,10.00, , , ,26, ,-3.3, ,21, ,-6.2, ,7, ,-13.9, , 44, ,16, ,310, ,28, ,29.30, , , , , ,29.68, ,AA, , , ,29.67, 
14745,20100207,1451,11,CLR, ,10.00, , , ,26, ,-3.3, ,21, ,-6.1, ,8, ,-13.3, , 46, ,17, ,300, ,29, ,29.30, , , , , ,29.68, ,AA, , , ,29.67, 
14745,20100207,1551,11,CLR, ,10.00, , , ,25, ,-3.9, ,20, ,-6.4, ,8, ,-13.3, , 48, ,21, ,310, ,32, ,29.32, ,3, ,004, ,29.71, ,AA, , , ,29.69, 
14745,20100207,1651,11,CLR, ,10.00, , , ,23, ,-5.0, ,19, ,-7.2, ,8, ,-13.3, , 52, ,20, ,320, ,32, ,29.34, , , , , ,29.73, ,AA, , , ,29.71, 
14745,20100207,1751,11,CLR, ,10.00, , , ,21, ,-6.1, ,18, ,-8.0, ,8, ,-13.3, , 57, ,11, ,320, ,20, ,29.37, , , , , ,29.75, ,AA, , , ,29.74, 
14745,20100207,1851,11,CLR, ,10.00, , , ,21, ,-6.1, ,18, ,-7.8, ,9, ,-12.8, , 60, ,13, ,310, ,22, ,29.38, ,1, ,019, ,29.77, ,AA, , , ,29.75, 
14745,20100207,1951,11,FEW035, ,10.00, , , ,22, ,-5.6, ,18, ,-7.5, ,9, ,-12.8, , 57, ,11, ,310, ,18, ,29.38, , , , , ,29.77, ,AA, , , ,29.75, 
14745,20100207,2051,11,FEW037 BKN085, ,10.00, , , ,22, ,-5.6, ,18, ,-7.5, ,9, ,-12.8, , 57, ,16, ,310, ,22, ,29.38, , , , , ,29.77, ,AA, , , ,29.75, 
14745,20100207,2151,11,OVC090, ,10.00, , , ,22, ,-5.6, ,19, ,-7.3, ,10, ,-12.2, , 60, ,15, ,310, ,23, ,29.37, ,8, ,002, ,29.76, ,AA, , , ,29.74, 
14745,20100207,2251,11,SCT120, ,10.00, , , ,23, ,-5.0, ,19, ,-7.0, ,10, ,-12.2, , 57, ,11, ,310, ,23, ,29.36, , , , , ,29.75, ,AA, , , ,29.73, 
14745,20100207,2351,11,FEW039 OVC110, ,10.00, , , ,22, ,-5.6, ,18, ,-7.5, ,9, ,-12.8, , 57, ,14, ,310, ,24, ,29.36, , , , , ,29.75, ,AA, , , ,29.73, 
14745,20100208,0051,11,BKN037 OVC120, ,10.00, , , ,22, ,-5.6, ,18, ,-7.5, ,9, ,-12.8, , 57, ,13, ,320, ,22, ,29.35, ,8, ,007, ,29.73, ,AA, , , ,29.72, 
14745,20100208,0151,11,SCT039, ,10.00, , , ,21, ,-6.1, ,18, ,-7.9, ,9, ,-12.8, , 60, ,11, ,310, , , ,29.35, , , , , ,29.74, ,AA, , , ,29.72, 
14745,20100208,0251,11,CLR, ,10.00, , , ,21, ,-6.1, ,18, ,-8.0, ,8, ,-13.3, , 57, ,14, ,310, ,28, ,29.34, , , , , ,29.73, ,AA, , , ,29.71, 
14745,20100208,0351,11,FEW035, ,10.00, , , ,20, ,-6.7, ,17, ,-8.4, ,8, ,-13.3, , 60, ,20, ,310, ,26, ,29.35, ,8, ,002, ,29.73, ,AA, , , ,29.72, 
14745,20100208,0451,11,SCT031, ,10.00, , , ,19, ,-7.2, ,16, ,-8.8, ,8, ,-13.3, , 62, , 9, ,310, , , ,29.35, , , , , ,29.74, ,AA, , , ,29.72, 
14745,20100208,0551,11,CLR, ,10.00, , , ,18, ,-7.8, ,15, ,-9.1, ,8, ,-13.3, , 65, , 9, ,320, , , ,29.36, , , , , ,29.75, ,AA, , , ,29.73, 
14745,20100208,0651,11,CLR, ,10.00, , , ,17, ,-8.3, ,14, ,-9.8, ,6, ,-14.4, , 62, ,16, ,310, ,25, ,29.38, ,3, ,012, ,29.77, ,AA, , , ,29.75, 
14745,20100208,0751,11,CLR, ,10.00, , , ,18, ,-7.8, ,15, ,-9.5, ,5, ,-15.0, , 57, ,20, ,310, ,28, ,29.39, , , , , ,29.78, ,AA, , , ,29.76, 
14745,20100208,0851,11,CLR, ,10.00, , , ,20, ,-6.7, ,16, ,-8.7, ,5, ,-15.0, , 52, ,17, ,310, ,25, ,29.39, , , , , ,29.78, ,AA, , , ,29.76, 
14745,20100208,0951,11,CLR, ,10.00, , , ,22, ,-5.6, ,18, ,-7.9, ,5, ,-15.0, , 48, ,20, ,320, ,25, ,29.39, ,1, ,004, ,29.78, ,AA, , , ,29.76, 
14745,20100208,1051,11,CLR, ,10.00, , , ,25, ,-3.9, ,20, ,-6.7, ,6, ,-14.4, , 44, ,18, ,310, ,25, ,29.39, , , , , ,29.78, ,AA, , , ,29.76, 
14745,20100208,1151,11,CLR, ,10.00, , , ,25, ,-3.9, ,20, ,-6.6, ,7, ,-13.9, , 46, ,20, ,310, ,26, ,29.38, , , , , ,29.76, ,AA, , , ,29.75, 
14745,20100208,1251,11,BKN075 OVC085, ,10.00, , , ,27, ,-2.8, ,21, ,-5.8, ,7, ,-13.9, , 43, ,14, ,310, ,23, ,29.36, ,8, ,009, ,29.75, ,AA, , , ,29.73, 
14745,20100208,1351,11,FEW075, ,10.00, , , ,29, ,-1.7, ,23, ,-5.0, ,8, ,-13.3, , 41, ,18, ,310, ,28, ,29.37, , , , , ,29.75, ,AA, , , ,29.74, 
14745,20100208,1451,11,BKN090, ,10.00, , , ,29, ,-1.7, ,23, ,-4.8, ,9, ,-12.8, , 43, ,13, ,310, ,23, ,29.38, , , , , ,29.76, ,AA, , , ,29.75, 
14745,20100208,1551,11,CLR, ,10.00, , , ,27, ,-2.8, ,22, ,-5.5, ,10, ,-12.2, , 49, ,14, ,310, ,24, ,29.39, ,3, ,009, ,29.78, ,AA, , , ,29.76, 
14745,20100208,1651,11,CLR, ,10.00, , , ,25, ,-3.9, ,21, ,-6.2, ,10, ,-12.2, , 53, ,18, ,320, ,26, ,29.41, , , , , ,29.79, ,AA, , , ,29.78, 
14745,20100208,1751,11,CLR, ,10.00, , , ,24, ,-4.4, ,20, ,-6.6, ,10, ,-12.2, , 55, ,15, ,310, ,23, ,29.43, , , , , ,29.82, ,AA, , , ,29.80, 
14745,20100208,1851,11,CLR, ,10.00, , , ,24, ,-4.4, ,20, ,-6.7, ,9, ,-12.8, , 53, ,23, ,320, ,31, ,29.45, ,1, ,019, ,29.83, ,AA, , , ,29.82, 
14745,20100208,1951,11,CLR, ,10.00, , , ,22, ,-5.6, ,18, ,-7.5, ,9, ,-12.8, , 57, ,14, ,320, ,22, ,29.47, , , , , ,29.85, ,AA, , , ,29.84, 
14745,20100208,2051,11,CLR, ,10.00, , , ,21, ,-6.1, ,18, ,-8.0, ,8, ,-13.3, , 57, ,17, ,310, ,23, ,29.47, , , , , ,29.86, ,AA, , , ,29.84, 
14745,20100208,2151,11,CLR, ,10.00, , , ,20, ,-6.7, ,17, ,-8.5, ,7, ,-13.9, , 57, ,13, ,300, , , ,29.48, ,1, ,012, ,29.87, ,AA, , , ,29.85, 
14745,20100208,2251,11,CLR, ,10.00, , , ,19, ,-7.2, ,16, ,-8.9, ,7, ,-13.9, , 59, ,15, ,300, ,21, ,29.49, , , , , ,29.88, ,AA, , , ,29.86, 
14745,20100208,2351,11,CLR, ,10.00, , , ,19, ,-7.2, ,16, ,-8.9, ,7, ,-13.9, , 59, ,15, ,310, , , ,29.50, , , , , ,29.88, ,AA, , , ,29.87, 
14745,20100209,0051,11,CLR, ,10.00, , , ,19, ,-7.2, ,16, ,-8.9, ,7, ,-13.9, , 59, ,15, ,300, ,20, ,29.51, ,1, ,010, ,29.90, ,AA, , , ,29.88, 
14745,20100209,0151,11,CLR, ,10.00, , , ,19, ,-7.2, ,16, ,-8.9, ,7, ,-13.9, , 59, ,20, ,320, ,25, ,29.53, , , , , ,29.91, ,AA, , , ,29.90, 
14745,20100209,0251,11,CLR, ,10.00, , , ,19, ,-7.2, ,16, ,-8.7, ,8, ,-13.3, , 62, ,16, ,300, ,23, ,29.53, , , , , ,29.92, ,AA, , , ,29.90, 
14745,20100209,0351,11,CLR, ,10.00, , , ,19, ,-7.2, ,16, ,-8.7, ,8, ,-13.3, , 62, ,13, ,310, , , ,29.53, ,1, ,007, ,29.92, ,AA, , , ,29.90, 
14745,20100209,0451,11,CLR, ,10.00, , , ,19, ,-7.2, ,16, ,-8.7, ,8, ,-13.3, , 62, , 7, ,310, , , ,29.54, , , , , ,29.93, ,AA, , , ,29.91, 
14745,20100209,0551,11,CLR, ,10.00, , , ,19, ,-7.2, ,16, ,-8.6, ,9, ,-12.8, , 65, ,10, ,310, , , ,29.54, , , , , ,29.92, ,AA, , , ,29.91, 
14745,20100209,0651,11,CLR, ,10.00, , , ,19, ,-7.2, ,16, ,-8.6, ,9, ,-12.8, , 65, , 9, ,310, , , ,29.56, ,3, ,007, ,29.94, ,AA, , , ,29.93, 
14745,20100209,0751,11,CLR, ,10.00, , , ,21, ,-6.1, ,18, ,-7.7, ,10, ,-12.2, , 62, ,11, ,320, , , ,29.57, , , , , ,29.96, ,AA, , , ,29.94, 
14745,20100209,0851,11,CLR, ,10.00, , , ,25, ,-3.9, ,21, ,-5.9, ,12, ,-11.1, , 58, ,11, ,310, , , ,29.58, , , , , ,29.97, ,AA, , , ,29.95, 
14745,20100209,0951,11,CLR, ,10.00, , , ,28, ,-2.2, ,23, ,-4.7, ,13, ,-10.6, , 53, ,11, ,320, , , ,29.58, ,0, ,008, ,29.97, ,AA, , , ,29.95, 
14745,20100209,1051,11,CLR, ,10.00, , , ,31, ,-0.6, ,26, ,-3.5, ,14, ,-10.0, , 49, ,13, ,320, ,18, ,29.58, , , , , ,29.96, ,AA, , , ,29.95, 
14745,20100209,1151,11,CLR, ,10.00, , , ,32, ,0.0, ,26, ,-3.1, ,14, ,-10.0, , 47, ,14, ,300, ,23, ,29.56, , , , , ,29.95, ,AA, , , ,29.93, 
14745,20100209,1251,11,CLR, ,10.00, , , ,34, ,1.1, ,28, ,-2.4, ,14, ,-10.0, , 44, , 8, ,300, ,18, ,29.55, ,8, ,012, ,29.93, ,AA, , , ,29.92, 
14745,20100209,1351,11,CLR, ,10.00, , , ,36, ,2.2, ,29, ,-1.6, ,15, ,-9.4, , 42, ,10, ,310, , , ,29.54, , , , , ,29.92, ,AA, , , ,29.91, 
14745,20100209,1451,11,CLR, ,10.00, , , ,38, ,3.3, ,30, ,-0.8, ,16, ,-8.9, , 41, , 7, ,280, , , ,29.54, , , , , ,29.92, ,AA, , , ,29.91, 
14745,20100209,1551,11,CLR, ,10.00, , , ,35, ,1.7, ,29, ,-1.8, ,16, ,-8.9, , 46, , 9, ,280, , , ,29.52, ,8, ,010, ,29.90, ,AA, , , ,29.89, 
14745,20100209,1651,11,CLR, ,10.00, , , ,32, ,0.0, ,27, ,-2.8, ,16, ,-8.9, , 52, , 8, ,320, , , ,29.51, , , , , ,29.90, ,AA, , , ,29.88, 
14745,20100209,1751,11,CLR, ,10.00, , , ,30, ,-1.1, ,26, ,-3.6, ,16, ,-8.9, , 56, , 6, ,330, , , ,29.50, , , , , ,29.88, ,AA, , , ,29.87, 
14745,20100209,1851,11,CLR, ,10.00, , , ,29, ,-1.7, ,25, ,-3.9, ,16, ,-8.9, , 58, , 3, ,320, , , ,29.49, ,8, ,010, ,29.87, ,AA, , , ,29.86, 
14745,20100209,1951,11,CLR, ,10.00, , , ,29, ,-1.7, ,25, ,-3.9, ,16, ,-8.9, , 58, , 5, ,320, , , ,29.47, , , , , ,29.86, ,AA, , , ,29.84, 
14745,20100209,2051,11,CLR, ,10.00, , , ,29, ,-1.7, ,25, ,-3.8, ,17, ,-8.3, , 61, , 0, ,000, , , ,29.45, , , , , ,29.84, ,AA, , , ,29.82, 
14745,20100209,2151,11,CLR, ,10.00, , , ,27, ,-2.8, ,24, ,-4.6, ,16, ,-8.9, , 63, , 0, ,000, , , ,29.43, ,8, ,018, ,29.82, ,AA, , , ,29.80, 
14745,20100209,2251,11,SCT120, ,10.00, , , ,28, ,-2.2, ,24, ,-4.3, ,16, ,-8.9, , 61, , 3, ,330, , , ,29.41, , , , , ,29.80, ,AA, , , ,29.78, 
14745,20100209,2351,11,OVC120, ,10.00, , , ,28, ,-2.2, ,24, ,-4.1, ,17, ,-8.3, , 63, , 7, ,310, , , ,29.42, , , , , ,29.80, ,AA, , , ,29.79, 
14745,20100210,0051,11,OVC110, ,10.00, , , ,27, ,-2.8, ,24, ,-4.5, ,17, ,-8.3, , 66, , 5, ,300, , , ,29.38, ,8, ,018, ,29.76, ,AA, , , ,29.75, 
14745,20100210,0151,11,OVC100, ,10.00, , , ,27, ,-2.8, ,24, ,-4.6, ,16, ,-8.9, , 63, , 3, ,320, , , ,29.36, , , , , ,29.74, ,AA, , , ,29.73, 
14745,20100210,0251,11,BKN110, ,10.00, , , ,26, ,-3.3, ,23, ,-5.0, ,16, ,-8.9, , 66, , 3, ,310, , , ,29.34, , , , , ,29.72, ,AA, , , ,29.71, 
14745,20100210,0351,11,OVC110, ,10.00, , , ,25, ,-3.9, ,23, ,-5.2, ,17, ,-8.3, , 72, , 3, ,020, , , ,29.31, ,8, ,023, ,29.69, ,AA, , , ,29.68, 
14745,20100210,0451,11,OVC085, ,10.00, , , ,26, ,-3.3, ,23, ,-4.9, ,17, ,-8.3, , 69, , 0, ,000, , , ,29.29, , , , , ,29.67, ,AA, , , ,29.66, 
14745,20100210,0551,11,FEW090, ,10.00, , , ,25, ,-3.9, ,23, ,-5.2, ,17, ,-8.3, , 72, , 3, ,320, , , ,29.24, , , , , ,29.63, ,AA, , , ,29.61, 
14745,20100210,0639,11,BKN018, ,10.00, , , ,25, ,-4.0, ,23, ,-5.1, ,18, ,-8.0, , 75, , 3, ,330, , , ,29.23, , , , , ,M, ,SP, , , ,29.60, 
14745,20100210,0649,11,SCT018 SCT075, ,10.00, , , ,25, ,-4.0, ,23, ,-5.1, ,18, ,-8.0, , 75, , 3, ,320, , , ,29.23, , , , , ,M, ,SP, , , ,29.60, 
14745,20100210,0651,11,SCT018 BKN075, ,10.00, , , ,25, ,-3.9, ,23, ,-5.1, ,18, ,-7.8, , 75, , 3, ,310, , , ,29.23, ,6, ,026, ,29.62, ,AA, , , ,29.60, 
14745,20100210,0720,11,BKN018 OVC075, ,10.00, , , ,27, ,-3.0, ,24, ,-4.2, ,19, ,-7.0, , 72, , 0, ,000, , , ,29.23, , , , , ,M, ,SP, , , ,29.60, 
14745,20100210,0751,11,BKN016 OVC075, ,10.00, , , ,28, ,-2.2, ,25, ,-3.8, ,19, ,-7.2, , 69, , 0, ,000, , , ,29.22, , , , , ,29.60, ,AA, , , ,29.59, 
14745,20100210,0851,11,BKN017 OVC022, ,10.00, , , ,30, ,-1.1, ,27, ,-2.8, ,21, ,-6.1, , 69, , 0, ,000, , , ,29.19, , , , , ,29.57, ,AA, , , ,29.56, 
14745,20100210,0938,11,OVC017, , 2.00, ,-SN, ,30, ,-1.0, ,28, ,-2.4, ,23, ,-5.0, , 75, , 8, ,040, , , ,29.18, , , , , ,M, ,SP, , , ,29.55, 
14745,20100210,0949,11,OVC019, , 3.00, ,-SN, ,30, ,-1.0, ,28, ,-2.1, ,25, ,-4.0, , 82, , 6, ,040, , , ,29.17, , , , , ,M, ,SP, , , ,29.54, 
14745,20100210,0951,11,OVC019, , 3.00, ,-SN, ,31, ,-0.6, ,28, ,-1.9, ,24, ,-4.4, , 75, , 8, ,050, , , ,29.17, ,8, ,021, ,29.55, ,AA, ,0.01, ,29.54, 
14745,20100210,1011,11,OVC019, , 2.00, ,-SN, ,30, ,-1.0, ,28, ,-2.1, ,25, ,-4.0, , 82, , 9, ,040, , , ,29.16, , , , , ,M, ,SP, , , ,29.53, 
14745,20100210,1019,11,OVC019, , 1.75, ,-SN, ,30, ,-1.0, ,28, ,-2.1, ,25, ,-4.0, , 82, , 8, ,050, ,16, ,29.16, , , , , ,M, ,SP, , , ,29.53, 
14745,20100210,1045,11,BKN011 OVC021, , 0.75, ,-SN, ,30, ,-1.0, ,28, ,-2.1, ,25, ,-4.0, , 82, , 7, ,040, , , ,29.14, , , , , ,M, ,SP, , , ,29.51, 
14745,20100210,1046,11,BKN011 OVC021, , 0.75, ,-SN, ,30, ,-1.1, ,28, ,-2.1, ,25, ,-3.9, , 82, , 7, ,050, , , ,29.14, , , , , ,29.52, ,AA, ,  T, ,29.51, 
14745,20100210,1054,11,BKN009 OVC021, , 0.50, ,SN FZFG, ,30, ,-1.0, ,29, ,-1.7, ,27, ,-3.0, , 89, , 8, ,040, , , ,29.14, , , , , ,M, ,SP, , , ,29.51, 
14745,20100210,1111,11,VV010, , 1.00, ,-SN BR, ,28, ,-2.0, ,28, ,-2.4, ,27, ,-3.0, , 96, , 9, ,020, , , ,29.12, , , , , ,M, ,SP, , , ,29.49, 
14745,20100210,1125,11,BKN012 OVC019, , 1.75, ,-SN BR, ,30, ,-1.0, ,29, ,-1.7, ,27, ,-3.0, , 89, , 8, ,030, , , ,29.11, , , , , ,M, ,SP, , , ,29.48, 
14745,20100210,1131,11,BKN016, , 2.50, ,-SN BR, ,30, ,-1.0, ,29, ,-1.7, ,27, ,-3.0, , 89, , 9, ,030, , , ,29.10, , , , , ,M, ,SP, , , ,29.47, 
14745,20100210,1140,11,BKN017, , 4.00, ,-SN BR, ,30, ,-1.0, ,29, ,-1.7, ,27, ,-3.0, , 89, ,11, ,040, , , ,29.09, , , , , ,M, ,SP, , , ,29.46, 
14745,20100210,1151,11,BKN017 OVC028, , 4.00, ,-SN BR, ,30, ,-1.1, ,29, ,-1.9, ,26, ,-3.3, , 85, ,10, ,040, , , ,29.08, , , , , ,29.46, ,AA, ,0.01, ,29.45, 
14745,20100210,1251,11,OVC017, , 3.00, ,-SN, ,31, ,-0.6, ,29, ,-1.5, ,26, ,-3.3, , 82, ,14, ,030, , , ,29.03, ,8, ,045, ,29.41, ,AA, ,  T, ,29.40, 
14745,20100210,1303,11,OVC017, , 2.50, ,-SN, ,30, ,-1.0, ,29, ,-1.7, ,27, ,-3.0, , 89, ,10, ,040, , , ,29.03, , , , , ,M, ,SP, , , ,29.39, 
14745,20100210,1319,11,BKN017 OVC032, , 3.00, ,-SN, ,30, ,-1.0, ,29, ,-1.7, ,27, ,-3.0, , 89, , 9, ,030, , , ,29.01, , , , , ,M, ,SP, , , ,29.38, 
14745,20100210,1342,11,BKN017 OVC032, , 2.50, ,-SN, ,30, ,-1.0, ,29, ,-1.7, ,27, ,-3.0, , 89, ,10, ,040, , , ,29.00, , , , , ,M, ,SP, , , ,29.36, 
14745,20100210,1351,11,OVC017, , 2.50, ,-SN, ,31, ,-0.6, ,29, ,-1.5, ,26, ,-3.3, , 82, ,10, ,030, , , ,29.00, , , , , ,29.37, ,AA, ,  T, ,29.36, 
14745,20100210,1409,11,OVC017, , 3.00, ,-SN, ,30, ,-1.0, ,29, ,-1.7, ,27, ,-3.0, , 89, ,11, ,030, , , ,28.97, , , , , ,M, ,SP, , , ,29.34, 
